PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,PERP_SEX,PERP_RACE,AGE_GROUP,X_COORD_CD,Y_COORD_CD,Latitude,Longitude
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE,25-44,1008691,238872,40.82229849,-73.91169413
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,M,BLACK,25-44,1027430,251105,40.85580274,-73.84390995
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,F,WHITE HISPANIC,18-24,1023609,255034,40.86660451,-73.8576994
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,25-44,1023953,259034,40.87758173,-73.85643197
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,M,WHITE,25-44,1025255,246311,40.84265502,-73.85180167
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,F,BLACK,18-24,1025292,243234,40.83420938,-73.85168677
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,WHITE,25-44,1018077,261362,40.88399584,-73.87766831
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,M,BLACK,18-24,1026486,262591,40.88733282,-73.84725001
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,BLACK,18-24,1012078,252019,40.85837313,-73.89940208
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,S,M,BLACK,18-24,1020183,239283,40.82338729,-73.87017045
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,WHITE,18-24,1027430,251105,40.85580274,-73.84390995
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,BLACK,25-44,1017478,256069,40.86947048,-73.8798608
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,M,BLACK,18-24,1009374,235406,40.81278338,-73.90923937
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,WHITE,45-64,1023969,267333,40.90035978,-73.85632489
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,WHITE,18-24,1006537,244511,40.83778162,-73.91945797
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE,25-44,1027430,251105,40.85580274,-73.84390995
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE,45-64,1026799,234983,40.81155562,-73.84629321
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,BLACK,25-44,1005755,234896,40.81139312,-73.92231487
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,BLACK,25-44,1014160,239740,40.82466407,-73.89193034
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,25-44,1006195,240321,40.82628213,-73.92070764
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,B,M,BLACK,25-44,1013879,239551,40.82414627,-73.89294648
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,WHITE HISPANIC,25-44,1026486,262591,40.88733282,-73.84725001
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE HISPANIC,25-44,1011485,237929,40.81970205,-73.90160302
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,M,M,BLACK,18-24,1026306,259156,40.87790569,-73.84792257
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,M,WHITE,45-64,1010477,243459,40.83488336,-73.90522324
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,B,M,BLACK,18-24,1013878,252689,40.86020622,-73.89289205
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,F,WHITE HISPANIC,25-44,1010831,252019,40.85837698,-73.90391004
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,M,F,BLACK,25-44,1031400,263241,40.88909197,-73.82947342
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,F,WHITE HISPANIC,45-64,1026480,262584,40.88731363,-73.84727176
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,WHITE HISPANIC,25-44,1007839,246906,40.84435181,-73.91474422
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,BLACK,25-44,1013704,248182,40.84783644,-73.89354089
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,BLACK,<18,1006434,244344,40.83732351,-73.91983076
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,WHITE,25-44,1023080,236332,40.81527538,-73.85972027
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,18-24,1015315,251480,40.85688294,-73.88770271
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,F,WHITE HISPANIC,18-24,1009909,241902,40.83061152,-73.90728181
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,M,M,WHITE,18-24,1026486,262591,40.88733282,-73.84725001
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,BLACK,25-44,1020127,241053,40.82824566,-73.87036332
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,M,WHITE,25-44,1026486,262591,40.88733282,-73.84725001
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,18-24,1011100,239163,40.8230902,-73.90298906
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,WHITE,25-44,1017934,232221,40.80401295,-73.87833183
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,F,BLACK,18-24,1011100,239163,40.8230902,-73.90298906
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,18-24,1012345,263323,40.88939828,-73.89838947
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,BLACK,25-44,1013228,253750,40.86312051,-73.89523731
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,F,BLACK,45-64,1014468,238156,40.8203154,-73.8908246
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,WHITE HISPANIC,25-44,1022884,265132,40.89432356,-73.86026238
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,M,WHITE HISPANIC,18-24,1013086,236614,40.81608766,-73.89582435
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,F,BLACK,25-44,1007984,237575,40.81874052,-73.91425316
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,BLACK,25-44,1026486,262591,40.88733282,-73.84725001
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,F,WHITE HISPANIC,25-44,1027202,247948,40.84713884,-73.84475437
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,WHITE,45-64,1007373,232752,40.80550435,-73.91647725
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,BLACK,45-64,1006537,244511,40.83778162,-73.91945797
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,M,BLACK,25-44,1007345,236095,40.81468003,-73.91656689
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,F,BLACK,45-64,1007567,238218,40.82050648,-73.9157575
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,F,BLACK,18-24,1027430,251105,40.85580274,-73.84390995
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,F,WHITE HISPANIC,18-24,1007037,235669,40.81351157,-73.91768104
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,M,BLACK,45-64,1014172,255322,40.86743202,-73.89181745
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,45-64,1013878,252689,40.86020622,-73.89289205
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,BLACK,25-44,1007501,243434,40.83482308,-73.91597788
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,WHITE,45-64,1007544,241146,40.82854307,-73.91583044
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,S,M,WHITE,25-44,1004886,240825,40.82766862,-73.92543589
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,M,BLACK,<18,1011927,251675,40.85742943,-73.89994937
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,BLACK,25-44,1008691,238872,40.82229849,-73.91169413
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE HISPANIC,25-44,1021465,239891,40.82505077,-73.86553504
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,25-44,1027430,251105,40.85580274,-73.84390995
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,S,M,WHITE,45-64,1020183,239283,40.82338729,-73.87017045
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,25-44,1032140,242004,40.83079891,-73.8269488
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,F,WHITE,25-44,1006195,240321,40.82628213,-73.92070764
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,65+,1007898,242593,40.83251373,-73.91454619
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE HISPANIC,18-24,1008006,239341,40.82358763,-73.91416743
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,F,BLACK,45-64,1015781,251662,40.85738083,-73.88601728
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,<18,1010467,243220,40.83422741,-73.90526031
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,F,BLACK,18-24,1013910,238398,40.82098151,-73.89283957
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,WHITE,25-44,1016782,260544,40.88175556,-73.88235556
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,25-44,1011477,250772,40.85495237,-73.90157979
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE HISPANIC,25-44,1007544,241146,40.82854307,-73.91583044
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,BLACK,25-44,1026387,262634,40.88745131,-73.84760779
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,M,BLACK,25-44,1005041,234533,40.81039849,-73.92489531
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,F,WHITE HISPANIC,25-44,1008691,238872,40.82229849,-73.91169413
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,WHITE,25-44,1006537,244511,40.83778162,-73.91945797
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,Q,M,WHITE HISPANIC,25-44,1005041,234533,40.81039849,-73.92489531
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE,45-64,1012652,248358,40.84832295,-73.89734256
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,M,WHITE HISPANIC,25-44,1012539,253107,40.8613579,-73.89773096
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,M,WHITE,25-44,1025621,268476,40.90348935,-73.85034202
244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,Q,M,BLACK,25-44,1005028,234516,40.81035186,-73.92494233
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,25-44,1013879,239551,40.82414627,-73.89294648
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,M,WHITE,25-44,1013953,255677,40.86840712,-73.89260768
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,BLACK,25-44,1005963,240409,40.82652424,-73.92154564
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,WHITE HISPANIC,18-24,1021151,261105,40.88327814,-73.86655282
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE HISPANIC,18-24,1032140,242004,40.83079891,-73.8269488
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE,25-44,1020923,248579,40.84889906,-73.8674459
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,F,WHITE,45-64,1008455,243215,40.83421943,-73.91253115
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,BLACK,25-44,1007034,236608,40.81608887,-73.91768869
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,BLACK,25-44,1006253,246432,40.84305492,-73.92047802
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,F,WHITE HISPANIC,45-64,1019804,240596,40.82699263,-73.87153287
244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,K,M,WHITE HISPANIC,25-44,1020183,239283,40.82338729,-73.87017045
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,BLACK,25-44,1005931,235687,40.81356376,-73.92167652
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,M,WHITE,18-24,1022771,244819,40.8385711,-73.86078787
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,25-44,1005364,235112,40.81198692,-73.92372667
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,M,M,BLACK,25-44,1015308,244373,40.83737636,-73.88776093
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,M,BLACK,<18,1007544,241146,40.82854307,-73.91583044
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE,25-44,1005993,241333,40.82906028,-73.92143424
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE HISPANIC,18-24,1026480,262584,40.88731363,-73.84727176
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,WHITE HISPANIC,25-44,1017440,256046,40.86940749,-73.87999831
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,18-24,1032405,256434,40.87040348,-73.82588757
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE HISPANIC,25-44,1017440,256046,40.86940749,-73.87999831
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,F,WHITE HISPANIC,18-24,1006520,236780,40.81656228,-73.91954507
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,WHITE HISPANIC,45-64,1011927,251675,40.85742943,-73.89994937
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,WHITE,25-44,1006537,244511,40.83778162,-73.91945797
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,F,BLACK,25-44,1006195,240321,40.82628213,-73.92070764
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,F,BLACK,18-24,1017934,232221,40.80401295,-73.87833183
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,WHITE,<18,1006537,244511,40.83778162,-73.91945797
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,WHITE HISPANIC,45-64,1012545,241311,40.82898134,-73.89775904
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE HISPANIC,18-24,1007397,233832,40.80846859,-73.91638684
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,WHITE,18-24,1011162,249645,40.85186005,-73.90272299
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,F,WHITE,<18,1027430,251105,40.85580274,-73.84390995
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,WHITE,25-44,1008798,238971,40.82256992,-73.91130717
639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2402500,M,Q,M,BLACK,25-44,1010467,238573,40.82147272,-73.90527847
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,F,WHITE HISPANIC,25-44,1009041,247401,40.84570715,-73.91039803
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,M,WHITE,45-64,1011518,251858,40.85793298,-73.90142716
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,WHITE,18-24,1005041,234533,40.81039849,-73.92489531
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,BLACK,25-44,1010984,261034,40.88311992,-73.90332097
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,<18,1025292,243234,40.83420938,-73.85168677
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,S,M,BLACK,18-24,1017440,256046,40.86940749,-73.87999831
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,WHITE,25-44,1005294,237197,40.81770983,-73.92397301
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE HISPANIC,18-24,1020984,242288,40.83163186,-73.86725987
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,BLACK,25-44,1009909,241902,40.83061152,-73.90728181
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,Q,F,WHITE HISPANIC,45-64,1011706,250569,40.85439448,-73.90075282
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,K,F,WHITE,25-44,1019402,238889,40.82230902,-73.87299437
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE HISPANIC,25-44,1007424,239937,40.82522502,-73.91626822
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,M,F,WHITE,45-64,1025621,268476,40.90348935,-73.85034202
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE HISPANIC,45-64,1014647,253571,40.86262443,-73.89010801
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,M,BLACK,<18,1012088,251301,40.85640241,-73.89936892
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,F,BLACK,45-64,1010481,238245,40.82057241,-73.90522917
185,KIDNAPPING 2,124,KIDNAPPING & RELATED OFFENSES,PL 1352000,F,Q,M,WHITE,45-64,1015823,245900,40.8415657,-73.88589258
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,18-24,1011751,250275,40.8535874,-73.90059136
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,BLACK,25-44,1008675,240622,40.82710178,-73.91174557
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,WHITE HISPANIC,25-44,1018438,239937,40.82518926,-73.87647204
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,M,BLACK,25-44,1033597,255731,40.86846738,-73.82158285
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE HISPANIC,25-44,1006895,237886,40.81959698,-73.91818655
244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,M,M,BLACK,25-44,1010906,248102,40.84762575,-73.90365448
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,F,BLACK,45-64,1024399,266423,40.89786017,-73.8547749
244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,K,M,WHITE HISPANIC,18-24,1008930,243004,40.83363898,-73.91081541
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,B,M,WHITE,45-64,1014086,254305,40.86464095,-73.89213291
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,M,M,WHITE,18-24,1007567,238218,40.82050648,-73.9157575
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,18-24,1007567,238218,40.82050648,-73.9157575
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,F,BLACK,18-24,1012244,239768,40.82474721,-73.89885312
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,WHITE HISPANIC,45-64,1027434,251387,40.85657673,-73.84389368
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE HISPANIC,25-44,1007034,236608,40.81608887,-73.91768869
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,F,WHITE,65+,1033597,255731,40.86846738,-73.82158285
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE,25-44,1017934,232221,40.80401295,-73.87833183
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,F,WHITE HISPANIC,45-64,1014366,252640,40.86007008,-73.89112809
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,M,BLACK,18-24,1013226,237021,40.8172043,-73.89531681
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,S,M,BLACK,18-24,1009018,252729,40.86033098,-73.91046148
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,M,BLACK,25-44,1006777,232634,40.80518201,-73.9186305
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,F,BLACK,65+,1007606,244110,40.83667823,-73.91559609
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,WHITE,25-44,1011751,250275,40.8535874,-73.90059136
782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,Q,M,WHITE HISPANIC,25-44,1012605,246785,40.84400568,-73.89751909
244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,BURGLARY,PL 1402000,F,K,M,WHITE HISPANIC,25-44,1004028,234043,40.80905591,-73.92855615
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,BLACK,18-24,1011666,240929,40.82793563,-73.90093682
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,Q,M,WHITE HISPANIC,25-44,1026486,262591,40.88733282,-73.84725001
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,M,WHITE HISPANIC,<18,1008493,242022,40.83094488,-73.91239814
269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,M,BLACK,25-44,1020183,239283,40.82338729,-73.87017045
101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,M,BLACK,25-44,1018624,241853,40.83044741,-73.87579016
